tag	i	q	k	actual
gamma	822	0.999895	0.420	1
gamma	823	0.999905	0.380	1
gamma	824	0.999915	0.340	1
gamma	825	0.999925	0.300	1
gamma	826	0.999935	0.260	1
gamma	827	0.999945	0.220	1
gamma	828	0.999955	0.180	1
gamma	829	0.999965	0.140	1
gamma	830	0.999975	0.100	1
gamma	831	0.999985	0.060	1
gamma	832	0.999995	0.020	1
gamma	0	0.000005	0.020	1
gamma	1	0.000015	0.060	1
gamma	2	0.000025	0.100	1
gamma	3	0.000035	0.140	1
gamma	4	0.000045	0.180	1
gamma	5	0.000055	0.220	1
gamma	6	0.000065	0.260	1
gamma	7	0.000075	0.300	1
gamma	8	0.000085	0.340	1
gamma	9	0.000095	0.380	1
gamma	10	0.000105	0.420	1
gamma	11	0.000115	0.460	1
gamma	12	0.000125	0.500	1
gamma	13	0.000135	0.540	1
gamma	14	0.000145	0.580	1
gamma	15	0.000155	0.620	1
gamma	16	0.000165	0.660	1
gamma	17	0.000175	0.700	1
gamma	18	0.000185	0.740	1
gamma	19	0.000195	0.780	1
gamma	20	0.000205	0.820	1
gamma	21	0.000215	0.860	1
gamma	22	0.000225	0.900	1
gamma	23	0.000235	0.940	1
gamma	24	0.000245	0.980	1
gamma	25	0.000255	1.020	1
gamma	26	0.000265	1.060	1
gamma	27	0.000275	1.100	1
gamma	28	0.000285	1.140	1
gamma	29	0.000295	1.180	1
gamma	30	0.000305	1.220	1
gamma	31	0.000315	1.260	1
gamma	32	0.000325	1.300	1
gamma	33	0.000335	1.340	1
gamma	34	0.000345	1.380	1
gamma	35	0.000355	1.419	1
gamma	36	0.000365	1.459	1
gamma	37	0.000375	1.499	1
gamma	38	0.000385	1.539	1
gamma	39	0.000395	1.579	1
gamma	40	0.000405	1.619	1
gamma	41	0.000415	1.659	1
gamma	42	0.000425	1.699	1
gamma	43	0.000435	1.739	1
gamma	44	0.000445	1.779	1
gamma	45	0.000455	1.819	1
gamma	46	0.000465	1.859	1
gamma	47	0.000475	1.899	1
gamma	48	0.000485	1.939	1
gamma	49	0.000495	1.979	1
gamma	50	0.000505	2.019	1
gamma	51	0.000515	2.059	1
gamma	52	0.000525	2.099	1
gamma	53	0.000535	2.139	1
gamma	54	0.000545	2.179	1
gamma	55	0.000560	2.239	2
gamma	56	0.000575	2.299	1
gamma	57	0.000585	2.339	1
gamma	58	0.000600	2.399	2
gamma	59	0.000615	2.458	1
gamma	60	0.000625	2.498	1
gamma	61	0.000635	2.538	1
gamma	62	0.000645	2.578	1
gamma	63	0.000660	2.638	2
gamma	64	0.000680	2.718	2
gamma	65	0.000695	2.778	1
gamma	66	0.000710	2.838	2
gamma	67	0.000725	2.898	1
gamma	68	0.000740	2.958	2
gamma	69	0.000760	3.038	2
gamma	70	0.000780	3.118	2
gamma	71	0.000800	3.197	2
gamma	72	0.000815	3.257	1
gamma	73	0.000825	3.297	1
gamma	74	0.000845	3.377	3
gamma	75	0.000875	3.497	3
gamma	76	0.000895	3.577	1
gamma	77	0.000915	3.657	3
gamma	78	0.000935	3.737	1
gamma	79	0.000950	3.796	2
gamma	80	0.000970	3.876	2
gamma	81	0.000995	3.976	3
gamma	82	0.001015	4.056	1
gamma	83	0.001035	4.136	3
gamma	84	0.001060	4.236	2
gamma	85	0.001085	4.335	3
gamma	86	0.001110	4.435	2
gamma	87	0.001130	4.515	2
gamma	88	0.001155	4.615	3
gamma	89	0.001190	4.754	4
gamma	90	0.001230	4.914	4
gamma	91	0.001260	5.034	2
gamma	92	0.001280	5.113	2
gamma	93	0.001300	5.193	2
gamma	94	0.001315	5.253	1
gamma	95	0.001335	5.333	3
gamma	96	0.001355	5.413	1
gamma	97	0.001380	5.512	4
gamma	98	0.001425	5.692	5
gamma	99	0.001465	5.851	3
gamma	100	0.001500	5.991	4
gamma	101	0.001530	6.111	2
gamma	102	0.001565	6.250	5
gamma	103	0.001615	6.450	5
gamma	104	0.001665	6.649	5
gamma	105	0.001720	6.868	6
gamma	106	0.001760	7.028	2
gamma	107	0.001790	7.147	4
gamma	108	0.001820	7.267	2
gamma	109	0.001865	7.446	7
gamma	110	0.001920	7.665	4
gamma	111	0.001960	7.825	4
gamma	112	0.002000	7.984	4
gamma	113	0.002030	8.104	2
gamma	114	0.002075	8.283	7
gamma	115	0.002125	8.482	3
gamma	116	0.002165	8.641	5
gamma	117	0.002215	8.840	5
gamma	118	0.002270	9.059	6
gamma	119	0.002330	9.298	6
gamma	120	0.002390	9.537	6
gamma	121	0.002455	9.796	7
gamma	122	0.002515	10.035	5
gamma	123	0.002565	10.234	5
gamma	124	0.002600	10.373	2
gamma	125	0.002625	10.472	3
gamma	126	0.002650	10.572	2
gamma	127	0.002695	10.751	7
gamma	128	0.002755	10.990	5
gamma	129	0.002830	11.288	10
gamma	130	0.002895	11.546	3
gamma	131	0.002935	11.706	5
gamma	132	0.002990	11.924	6
gamma	133	0.003040	12.123	4
gamma	134	0.003100	12.362	8
gamma	135	0.003155	12.580	3
gamma	136	0.003200	12.759	6
gamma	137	0.003275	13.057	9
gamma	138	0.003345	13.335	5
gamma	139	0.003395	13.534	5
gamma	140	0.003460	13.792	8
gamma	141	0.003535	14.090	7
gamma	142	0.003620	14.428	10
gamma	143	0.003730	14.864	12
gamma	144	0.003830	15.261	8
gamma	145	0.003915	15.599	9
gamma	146	0.004000	15.936	8
gamma	147	0.004080	16.253	8
gamma	148	0.004165	16.591	9
gamma	149	0.004250	16.928	8
gamma	150	0.004350	17.324	12
gamma	151	0.004455	17.741	9
gamma	152	0.004555	18.137	11
gamma	153	0.004670	18.593	12
gamma	154	0.004770	18.989	8
gamma	155	0.004845	19.286	7
gamma	156	0.004905	19.524	5
gamma	157	0.004970	19.781	8
gamma	158	0.005050	20.098	8
gamma	159	0.005120	20.375	6
gamma	160	0.005225	20.791	15
gamma	161	0.005345	21.266	9
gamma	162	0.005435	21.622	9
gamma	163	0.005540	22.037	12
gamma	164	0.005660	22.512	12
gamma	165	0.005800	23.065	16
gamma	166	0.005980	23.777	20
gamma	167	0.006180	24.567	20
gamma	168	0.006365	25.298	17
gamma	169	0.006555	26.048	21
gamma	170	0.006745	26.798	17
gamma	171	0.006895	27.390	13
gamma	172	0.007030	27.922	14
gamma	173	0.007190	28.553	18
gamma	174	0.007370	29.263	18
gamma	175	0.007525	29.873	13
gamma	176	0.007650	30.366	12
gamma	177	0.007760	30.799	10
gamma	178	0.007850	31.154	8
gamma	179	0.008000	31.744	22
gamma	180	0.008190	32.492	16
gamma	181	0.008310	32.964	8
gamma	182	0.008405	33.337	11
gamma	183	0.008595	34.085	27
gamma	184	0.008785	34.831	11
gamma	185	0.008920	35.362	16
gamma	186	0.009105	36.088	21
gamma	187	0.009295	36.834	17
gamma	188	0.009510	37.678	26
gamma	189	0.009755	38.639	23
gamma	190	0.009980	39.522	22
gamma	191	0.010195	40.364	21
gamma	192	0.010380	41.089	16
gamma	193	0.010545	41.735	17
gamma	194	0.010750	42.538	24
gamma	195	0.010980	43.438	22
gamma	196	0.011265	44.552	35
gamma	197	0.011590	45.823	30
gamma	198	0.011840	46.799	20
gamma	199	0.012120	47.892	36
gamma	200	0.012465	49.238	33
gamma	201	0.012730	50.272	20
gamma	202	0.012950	51.129	24
gamma	203	0.013210	52.142	28
gamma	204	0.013455	53.096	21
gamma	205	0.013740	54.205	36
gamma	206	0.014125	55.702	41
gamma	207	0.014445	56.945	23
gamma	208	0.014725	58.033	33
gamma	209	0.015005	59.119	23
gamma	210	0.015215	59.934	19
gamma	211	0.015425	60.748	23
gamma	212	0.015745	61.988	41
gamma	213	0.016100	63.363	30
gamma	214	0.016510	64.950	52
gamma	215	0.016975	66.747	41
gamma	216	0.017350	68.196	34
gamma	217	0.017680	69.470	32
gamma	218	0.017990	70.665	30
gamma	219	0.018375	72.149	47
gamma	220	0.018760	73.632	30
gamma	221	0.019120	75.018	42
gamma	222	0.019580	76.786	50
gamma	223	0.020100	78.784	54
gamma	224	0.020585	80.645	43
gamma	225	0.020970	82.121	34
gamma	226	0.021320	83.462	36
gamma	227	0.021760	85.146	52
gamma	228	0.022255	87.039	47
gamma	229	0.022820	89.197	66
gamma	230	0.023330	91.143	36
gamma	231	0.023705	92.572	39
gamma	232	0.024080	94.001	36
gamma	233	0.024525	95.694	53
gamma	234	0.024950	97.310	32
gamma	235	0.025310	98.678	40
gamma	236	0.025835	100.670	65
gamma	237	0.026450	103.002	58
gamma	238	0.027095	105.443	71
gamma	239	0.027720	107.806	54
gamma	240	0.028280	109.921	58
gamma	241	0.028855	112.090	57
gamma	242	0.029395	114.124	51
gamma	243	0.030055	116.607	81
gamma	244	0.030685	118.974	45
gamma	245	0.031260	121.131	70
gamma	246	0.031875	123.436	53
gamma	247	0.032400	125.401	52
gamma	248	0.033010	127.681	70
gamma	249	0.033630	129.996	54
gamma	250	0.034215	132.177	63
gamma	251	0.034880	134.654	70
gamma	252	0.035700	137.702	94
gamma	253	0.036445	140.467	55
gamma	254	0.036995	142.505	55
gamma	255	0.037660	144.967	78
gamma	256	0.038355	147.536	61
gamma	257	0.039295	151.004	127
gamma	258	0.040395	155.053	93
gamma	259	0.041350	158.561	98
gamma	260	0.042095	161.292	51
gamma	261	0.042880	164.165	106
gamma	262	0.043890	167.855	96
gamma	263	0.045075	172.173	141
gamma	264	0.046275	176.534	99
gamma	265	0.047325	180.341	111
gamma	266	0.048395	184.212	103
gamma	267	0.049470	188.091	112
gamma	268	0.050810	192.913	156
gamma	269	0.051995	197.166	81
gamma	270	0.052855	200.245	91
gamma	271	0.053935	204.104	125
gamma	272	0.054860	207.402	60
gamma	273	0.055490	209.643	66
gamma	274	0.056305	212.539	97
gamma	275	0.057215	215.766	85
gamma	276	0.058045	218.703	81
gamma	277	0.058935	221.847	97
gamma	278	0.059875	225.160	91
gamma	279	0.060845	228.572	103
gamma	280	0.061630	231.327	54
gamma	281	0.062370	233.920	94
gamma	282	0.063490	237.836	130
gamma	283	0.064535	241.481	79
gamma	284	0.065940	246.368	202
gamma	285	0.067775	252.726	165
gamma	286	0.069055	257.146	91
gamma	287	0.070050	260.572	108
gamma	288	0.071270	264.762	136
gamma	289	0.072755	269.847	161
gamma	290	0.074175	274.692	123
gamma	291	0.075205	278.197	83
gamma	292	0.076240	281.710	124
gamma	293	0.078170	288.238	262
gamma	294	0.079910	294.098	86
gamma	295	0.080760	296.951	84
gamma	296	0.082220	301.839	208
gamma	297	0.084085	308.059	165
gamma	298	0.085820	313.820	182
gamma	299	0.087485	319.325	151
gamma	300	0.088845	323.806	121
gamma	301	0.089920	327.338	94
gamma	302	0.091155	331.383	153
gamma	303	0.092500	335.775	116
gamma	304	0.093795	339.990	143
gamma	305	0.095300	344.872	158
gamma	306	0.097135	350.799	209
gamma	307	0.099330	357.854	230
gamma	308	0.101565	364.998	217
gamma	309	0.103665	371.674	203
gamma	310	0.105860	378.615	236
gamma	311	0.108380	386.535	268
gamma	312	0.110920	394.467	240
gamma	313	0.113275	401.775	231
gamma	314	0.115355	408.193	185
gamma	315	0.117935	416.105	331
gamma	316	0.120715	424.572	225
gamma	317	0.122930	431.273	218
gamma	318	0.125250	438.250	246
gamma	319	0.127880	446.107	280
gamma	320	0.130850	454.913	314
gamma	321	0.133975	464.103	311
gamma	322	0.136880	472.575	270
gamma	323	0.139380	479.813	230
gamma	324	0.141680	486.427	230
gamma	325	0.144520	494.536	338
gamma	326	0.147230	502.213	204
gamma	327	0.150175	510.490	385
gamma	328	0.153820	520.638	344
gamma	329	0.156230	527.289	138
gamma	330	0.157305	530.241	77
gamma	331	0.159350	535.830	332
gamma	332	0.162540	544.483	306
gamma	333	0.165415	552.212	269
gamma	334	0.168065	559.277	261
gamma	335	0.171735	568.968	473
gamma	336	0.175725	579.383	325
gamma	337	0.178755	587.207	281
gamma	338	0.181615	594.524	291
gamma	339	0.184605	602.104	307
gamma	340	0.187495	609.362	271
gamma	341	0.190350	616.468	300
gamma	342	0.193505	624.243	331
gamma	343	0.196195	630.810	207
gamma	344	0.198420	636.198	238
gamma	345	0.200810	641.941	240
gamma	346	0.204205	650.021	439
gamma	347	0.208830	660.880	486
gamma	348	0.212785	670.030	305
gamma	349	0.215960	677.285	330
gamma	350	0.220820	688.234	642
gamma	351	0.226930	701.731	580
gamma	352	0.231515	711.663	337
gamma	353	0.235035	719.174	367
gamma	354	0.238660	726.806	358
gamma	355	0.243815	737.477	673
gamma	356	0.248390	746.770	242
gamma	357	0.251915	753.815	463
gamma	358	0.255265	760.419	207
gamma	359	0.258305	766.334	401
gamma	360	0.261905	773.243	319
gamma	361	0.265590	780.208	418
gamma	362	0.269180	786.889	300
gamma	363	0.272460	792.902	356
gamma	364	0.275890	799.099	330
gamma	365	0.279195	804.981	331
gamma	366	0.283420	812.372	514
gamma	367	0.287365	819.145	275
gamma	368	0.290300	824.104	312
gamma	369	0.293520	829.464	332
gamma	370	0.297035	835.221	371
gamma	371	0.301000	841.596	422
gamma	372	0.305170	848.165	412
gamma	373	0.309275	854.496	409
gamma	374	0.313275	860.535	391
gamma	375	0.316865	865.846	327
gamma	376	0.320055	870.479	311
gamma	377	0.323130	874.868	304
gamma	378	0.325990	878.882	268
gamma	379	0.330120	884.563	558
gamma	380	0.335615	891.910	541
gamma	381	0.340230	897.894	382
gamma	382	0.344435	903.198	459
gamma	383	0.349115	908.935	477
gamma	384	0.354150	914.911	530
gamma	385	0.359510	921.050	542
gamma	386	0.364920	927.014	540
gamma	387	0.370080	932.483	492
gamma	388	0.374970	937.470	486
gamma	389	0.379640	942.054	448
gamma	390	0.383990	946.167	422
gamma	391	0.387810	949.654	342
gamma	392	0.393300	954.460	756
gamma	393	0.398925	959.135	369
gamma	394	0.403875	963.040	621
gamma	395	0.411035	968.341	811
gamma	396	0.416080	971.830	198
gamma	397	0.419555	974.114	497
gamma	398	0.424800	977.380	552
gamma	399	0.430570	980.718	602
gamma	400	0.436280	983.759	540
gamma	401	0.442225	986.648	649
gamma	402	0.449170	989.665	740
gamma	403	0.454815	991.833	389
gamma	404	0.458350	993.061	318
gamma	405	0.463340	994.624	680
gamma	406	0.470585	996.539	769
gamma	407	0.476245	997.743	363
gamma	408	0.479900	998.384	368
gamma	409	0.483695	998.937	391
gamma	410	0.487490	999.374	368
gamma	411	0.490895	999.668	313
gamma	412	0.493970	999.855	302
gamma	413	0.497005	999.964	305
gamma	414	0.502100	999.982	714
gamma	415	0.507625	999.767	391
gamma	416	0.511595	999.462	403
gamma	417	0.515560	999.032	390
gamma	418	0.519460	998.485	390
gamma	419	0.523100	997.866	338
gamma	420	0.527455	996.985	533
gamma	421	0.532070	995.886	390
gamma	422	0.535410	994.985	278
gamma	423	0.539005	993.914	441
gamma	424	0.544010	992.252	560
gamma	425	0.549195	990.319	477
gamma	426	0.553755	988.442	435
gamma	427	0.557920	986.581	398
gamma	428	0.562400	984.425	498
gamma	429	0.567325	981.869	487
gamma	430	0.572215	979.140	491
gamma	431	0.577235	976.139	513
gamma	432	0.582310	972.900	502
gamma	433	0.587265	969.539	489
gamma	434	0.592260	965.952	510
gamma	435	0.597165	962.236	471
gamma	436	0.601515	958.779	399
gamma	437	0.605670	955.335	432
gamma	438	0.610805	950.889	595
gamma	439	0.616640	945.580	572
gamma	440	0.622270	940.200	554
gamma	441	0.628850	933.591	762
gamma	442	0.635345	926.727	537
gamma	443	0.639660	921.980	326
gamma	444	0.643135	918.049	369
gamma	445	0.647740	912.692	552
gamma	446	0.653620	905.604	624
gamma	447	0.659175	898.653	487
gamma	448	0.662930	893.815	264
gamma	449	0.666660	888.898	482
gamma	450	0.670370	883.896	260
gamma	451	0.673305	879.862	327
gamma	452	0.677440	874.060	500
gamma	453	0.682945	866.125	601
gamma	454	0.688250	858.248	460
gamma	455	0.693650	849.999	620
gamma	456	0.698495	842.399	349
gamma	457	0.701990	836.800	350
gamma	458	0.705970	830.305	446
gamma	459	0.710330	823.045	426
gamma	460	0.714505	815.950	409
gamma	461	0.718380	809.241	366
gamma	462	0.721870	803.095	332
gamma	463	0.725435	796.716	381
gamma	464	0.729445	789.420	421
gamma	465	0.733600	781.724	410
gamma	466	0.737785	773.833	427
gamma	467	0.741830	766.073	382
gamma	468	0.745175	759.557	287
gamma	469	0.748005	753.974	279
gamma	470	0.750710	748.578	262
gamma	471	0.753740	742.464	344
gamma	472	0.757535	734.703	415
gamma	473	0.761610	726.241	400
gamma	474	0.765355	718.347	349
gamma	475	0.768510	711.610	282
gamma	476	0.771060	706.106	228
gamma	477	0.773135	701.589	187
gamma	478	0.774945	697.621	175
gamma	479	0.776850	693.416	206
gamma	480	0.779180	688.234	260
gamma	481	0.781255	683.582	155
gamma	482	0.783055	679.519	205
gamma	483	0.785220	674.598	228
gamma	484	0.787560	669.237	240
gamma	485	0.791065	661.125	461
gamma	486	0.794790	652.395	284
gamma	487	0.797620	645.689	282
gamma	488	0.800425	638.979	279
gamma	489	0.803395	631.806	315
gamma	490	0.806460	624.329	298
gamma	491	0.808955	618.187	201
gamma	492	0.811880	610.923	384
gamma	493	0.815550	601.713	350
gamma	494	0.818730	593.645	286
gamma	495	0.822460	584.078	460
gamma	496	0.826700	573.068	388
gamma	497	0.830410	563.317	354
gamma	498	0.833900	554.043	344
gamma	499	0.836075	548.214	91
gamma	500	0.837910	543.267	276
gamma	501	0.841760	532.800	494
gamma	502	0.845725	521.897	299
gamma	503	0.848770	513.438	310
gamma	504	0.851625	505.439	261
gamma	505	0.854230	498.084	260
gamma	506	0.856575	491.417	209
gamma	507	0.858765	485.151	229
gamma	508	0.861225	478.066	263
gamma	509	0.863780	470.656	248
gamma	510	0.865975	464.249	191
gamma	511	0.867755	459.025	165
gamma	512	0.869450	454.027	174
gamma	513	0.871760	447.178	288
gamma	514	0.874340	439.478	228
gamma	515	0.876425	433.217	189
gamma	516	0.878450	427.102	216
gamma	517	0.880335	421.381	161
gamma	518	0.882085	416.044	189
gamma	519	0.884160	409.684	226
gamma	520	0.886355	402.919	213
gamma	521	0.888510	396.240	218
gamma	522	0.890655	389.555	211
gamma	523	0.893370	381.040	332
gamma	524	0.896030	372.641	200
gamma	525	0.898150	365.906	224
gamma	526	0.900390	358.751	224
gamma	527	0.902700	351.331	238
gamma	528	0.904855	344.370	193
gamma	529	0.906525	338.950	141
gamma	530	0.908500	332.511	254
gamma	531	0.910255	326.763	97
gamma	532	0.911200	323.658	92
gamma	533	0.912160	320.497	100
gamma	534	0.913260	316.865	120
gamma	535	0.914560	312.560	140
gamma	536	0.915875	308.192	123
gamma	537	0.917105	304.094	123
gamma	538	0.918695	298.778	195
gamma	539	0.920135	293.946	93
gamma	540	0.921085	290.750	97
gamma	541	0.922115	287.276	109
gamma	542	0.923310	283.235	130
gamma	543	0.925005	277.483	209
gamma	544	0.926625	271.964	115
gamma	545	0.927810	267.914	122
gamma	546	0.929010	263.802	118
gamma	547	0.930210	259.677	122
gamma	548	0.931400	255.576	116
gamma	549	0.933000	250.044	204
gamma	550	0.934440	245.048	84
gamma	551	0.935395	241.725	107
gamma	552	0.936570	237.627	128
gamma	553	0.937900	232.974	138
gamma	554	0.939185	228.466	119
gamma	555	0.940375	224.279	119
gamma	556	0.941680	219.675	142
gamma	557	0.942640	216.279	50
gamma	558	0.943200	214.295	62
gamma	559	0.943875	211.900	73
gamma	560	0.945085	207.597	169
gamma	561	0.946670	201.944	148
gamma	562	0.948340	195.965	186
gamma	563	0.949920	190.288	130
gamma	564	0.951400	184.952	166
gamma	565	0.952995	179.182	153
gamma	566	0.954265	174.573	101
gamma	567	0.955120	171.463	70
gamma	568	0.955820	168.913	70
gamma	569	0.956500	166.431	66
gamma	570	0.957335	163.379	101
gamma	571	0.958275	159.936	87
gamma	572	0.959180	156.615	94
gamma	573	0.960140	153.085	98
gamma	574	0.961140	149.400	102
gamma	575	0.962225	145.392	115
gamma	576	0.963350	141.227	110
gamma	577	0.964210	138.036	62
gamma	578	0.964830	135.732	62
gamma	579	0.965380	133.686	48
gamma	580	0.965920	131.674	60
gamma	581	0.966525	129.418	61
gamma	582	0.967125	127.177	59
gamma	583	0.967745	124.858	65
gamma	584	0.968370	122.518	60
gamma	585	0.969000	120.156	66
gamma	586	0.969675	117.622	69
gamma	587	0.970255	115.441	47
gamma	588	0.970955	112.806	93
gamma	589	0.971740	109.845	64
gamma	590	0.972335	107.599	55
gamma	591	0.972850	105.652	48
gamma	592	0.973265	104.081	35
gamma	593	0.973545	103.021	21
gamma	594	0.973835	101.922	37
gamma	595	0.974230	100.424	42
gamma	596	0.974695	98.659	51
gamma	597	0.975160	96.892	42
gamma	598	0.975655	95.009	57
gamma	599	0.976115	93.258	35
gamma	600	0.976520	91.715	46
gamma	601	0.977045	89.712	59
gamma	602	0.977550	87.784	42
gamma	603	0.978040	85.911	56
gamma	604	0.978595	83.787	55
gamma	605	0.979135	81.719	53
gamma	606	0.979700	79.552	60
gamma	607	0.980345	77.075	69
gamma	608	0.980890	74.979	40
gamma	609	0.981270	73.517	36
gamma	610	0.981560	72.400	22
gamma	611	0.981890	71.128	44
gamma	612	0.982215	69.875	21
gamma	613	0.982495	68.794	35
gamma	614	0.982970	66.960	60
gamma	615	0.983370	65.414	20
gamma	616	0.983610	64.485	28
gamma	617	0.983915	63.305	33
gamma	618	0.984265	61.950	37
gamma	619	0.984560	60.806	22
gamma	620	0.984845	59.701	35
gamma	621	0.985185	58.382	33
gamma	622	0.985430	57.431	16
gamma	623	0.985695	56.401	37
gamma	624	0.985995	55.235	23
gamma	625	0.986145	54.652	7
gamma	626	0.986245	54.263	13
gamma	627	0.986465	53.407	31
gamma	628	0.986735	52.356	23
gamma	629	0.986995	51.343	29
gamma	630	0.987255	50.330	23
gamma	631	0.987475	49.472	21
gamma	632	0.987805	48.185	45
gamma	633	0.988100	47.034	14
gamma	634	0.988265	46.389	19
gamma	635	0.988520	45.393	32
gamma	636	0.988850	44.103	34
gamma	637	0.989080	43.203	12
gamma	638	0.989180	42.812	8
gamma	639	0.989420	41.872	40
gamma	640	0.989735	40.639	23
gamma	641	0.989935	39.855	17
gamma	642	0.990145	39.032	25
gamma	643	0.990335	38.286	13
gamma	644	0.990470	37.757	14
gamma	645	0.990655	37.031	23
gamma	646	0.990820	36.383	10
gamma	647	0.990925	35.971	11
gamma	648	0.991125	35.185	29
gamma	649	0.991335	34.360	13
gamma	650	0.991495	33.731	19
gamma	651	0.991675	33.023	17
gamma	652	0.991790	32.570	6
gamma	653	0.991930	32.020	22
gamma	654	0.992110	31.311	14
gamma	655	0.992265	30.701	17
gamma	656	0.992410	30.130	12
gamma	657	0.992515	29.716	9
gamma	658	0.992655	29.164	19
gamma	659	0.992780	28.671	6
gamma	660	0.992885	28.258	15
gamma	661	0.992995	27.824	7
gamma	662	0.993085	27.469	11
gamma	663	0.993220	26.936	16
gamma	664	0.993390	26.265	18
gamma	665	0.993550	25.634	14
gamma	666	0.993655	25.219	7
gamma	667	0.993745	24.863	11
gamma	668	0.993855	24.429	11
gamma	669	0.993995	23.876	17
gamma	670	0.994145	23.283	13
gamma	671	0.994315	22.611	21
gamma	672	0.994485	21.938	13
gamma	673	0.994615	21.424	13
gamma	674	0.994760	20.850	16
gamma	675	0.994870	20.415	6
gamma	676	0.994965	20.039	13
gamma	677	0.995080	19.583	10
gamma	678	0.995165	19.246	7
gamma	679	0.995250	18.910	10
gamma	680	0.995365	18.454	13
gamma	681	0.995485	17.978	11
gamma	682	0.995575	17.622	7
gamma	683	0.995645	17.344	7
gamma	684	0.995700	17.126	4
gamma	685	0.995760	16.888	8
gamma	686	0.995865	16.472	13
gamma	687	0.995990	15.976	12
gamma	688	0.996080	15.619	6
gamma	689	0.996140	15.380	6
gamma	690	0.996220	15.063	10
gamma	691	0.996300	14.745	6
gamma	692	0.996355	14.527	5
gamma	693	0.996405	14.328	5
gamma	694	0.996450	14.150	4
gamma	695	0.996525	13.852	11
gamma	696	0.996600	13.554	4
gamma	697	0.996680	13.236	12
gamma	698	0.996745	12.978	1
gamma	699	0.996775	12.858	5
gamma	700	0.996830	12.640	6
gamma	701	0.996900	12.362	8
gamma	702	0.996960	12.123	4
gamma	703	0.997020	11.884	8
gamma	704	0.997110	11.527	10
gamma	705	0.997190	11.208	6
gamma	706	0.997260	10.930	8
gamma	707	0.997320	10.691	4
gamma	708	0.997365	10.512	5
gamma	709	0.997425	10.273	7
gamma	710	0.997480	10.055	4
gamma	711	0.997540	9.816	8
